,text,hate
7881,শামিমের মতো আচোদা কমেন্টারি ছাড়া কি চলেনা,1
7882,শামীম হালার পো,1
7883,শায়লা একটা কুত্তার বাচ্চা,1
7884,শাল মানুষ না আওয়ামীলীগ,1
7885,শালা,1
7886,শালা অমানুষ একটা,1
7887,শালা আবার বাপ্পিএটা নায়ক কেমনে হইল,1
7888,শালা আবার সবার সামনেই ঘুরে বেরিয়েছে,1
7889,শালা আবাল অপু বিশ্বাস দালালd,1
7890,শালা আবাল চোদা রা,1
7891,শালা একটা কুওা,1
7892,শালা একটা কুত্তা,1
7893,শালা একটা গাঁদা হিরো হলে ইঁদুর একটা হাতি,1
7894,শালা একটা জানোয়ার,1
7895,শালা একটা নায়ক হলো,1
7896,শালা একটা মাগিবাজ আজীবন নিশিদ্দ করা হক,1
7897,শালা একটা মাদারচুদ,1
7898,শালা একটা লুচ্চা,1
7899,শালা একটা লুচ্ছা,1
7900,শালা ওহাবিরা বুজবে না,1
7901,শালা কথা বলতেও পারে না ওর চেয়ে হিরো আলম আনেক ভালো,1
7902,শালা কাউয়া কাদের,1
7903,শালা কি ছারচ,1
7904,শালা কি বলবো কিছু বলার নাই,1
7905,শালা কি বলে,1
7906,শালা কি সব আজে বাজে ভিডিও,1
7907,শালা কুকুর,1
7908,শালা কুকুরের বাচ্চা আবার তদন্ত কিসের,1
7909,শালা কুতার বাইছা,1
7910,শালা কুত্তা,1
7911,শালা কুত্তা তোর ছেলে এরকম করবে তখন দেখবে,1
7912,শালা কুত্তা বিচার,1
7913,শালা কুত্তার বাচ্চা তুই কি মানুষ,1
7914,শালা কুত্তারা তোদের খেয়ে দেয়ে কোন কাজ নেই,1
7915,শালা কুলাংগার,1
7916,শালা কুলাঙ্গার,1
7917,শালা কে উচিত শিক্ষা দেওয়া হোক,1
7918,শালা কে ফাঁসি দেওয়া উচিত,1
7919,শালা কে ফাসি দেওয়া হক,1
7920,শালা কে ফাসির থেকেও জঘন্য শাস্তি দেওয়া দরকার,1
7921,শালা খারাপ,1
7922,শালা খেলোয়ার না হলে তোরে পাগলীও বিয়ে করে চুদতোনা,1
7923,শালা গাছ বলদ,1
7924,শালা চরিত্রহীন,1
7925,শালা চাগলে দল কি বলবো,1
7926,শালা চুতিয়া,1
7927,শালা চুদমারানি,1
7928,শালা ছাগল,1
7929,শালা ছোটলোকের বাচ্চারা মানুষ নামে কলঙ্কঅমানুষ,1
7930,শালা জনি লিভার,1
7931,শালা জাউরাতুই যে মাসে লাখ টাকা বেতন পাসওটা কি,1
7932,শালা জানোয়ার,1
7933,শালা জানোয়ার এই শালা জান্নাত হরাইলো,1
7934,শালা জানোয়ার ওর ফাসি চাই,1
7935,শালা জানোয়ার চেয়েও বেশি খারাপ,1
7936,শালা জানোয়ার ছেলে নামের কলংক,1
7937,শালা জানোয়ারের বাচ্চা,1
7938,শালা ডিসি তুই করব আর মানুষকে দেখাবো,1
7939,শালা ডিসিরে বউ নাই তুর বাসায় ছি ছি ডিসি,1
7940,শালা তাহেরি ভন্ড,1
7941,শালা তুই এই ক্রিকেট খাইছিস,1
7942,শালা তুই একটা বেয়াদব,1
7943,শালা তুই ওবায়দুল কাদেরের বেডরুমে ঢুকেছিস কেমনে,1
7944,শালা তুই খানকির পোলা,1
7945,শালা তুই গিবতকারী,1
7946,শালা তুই জারজ,1
7947,শালা তুই তো একটা বলদ শুধু বানোয়াট খবর লিখিস,1
7948,শালা তুই তোর মাকে বিয়ে করতে পারবিরে শালা,1
7949,শালা তুই নাম্বার ওয়ান বাটপার,1
7950,শালা তুই পড়তেই তো পারিস না,1
7951,শালা তুই বাটপার,1
7952,শালা তুই বেয়াদব,1
7953,শালা তুই ভন্ড,1
7954,শালা তুই ভন্ড তোর জাত গুস্টি সব ভন্ড,1
7955,শালা তুর জন্মের ঠিক আছেনি,1
7956,শালা তো জানোয়ার,1
7957,শালা তোকে জনমকে দিলোকে,1
